id,lat,lon,num_votes,perception,trueskill_score,trueskill_stds
51e048eafdc9f01d25acbb51,1.33985,103.942773,2,more depressing,23.6369241428,5.23919307849
5217c361ad93a7d3e7b1f2d8,1.291192,103.781425,5,more beautiful,22.743582218,4.46119061838
51e048e9fdc9f01d25acb206,1.340269,103.769772,1,more depressing,25.6401037098,5.77750685166
51e048b3fdc9f01d25a79cb4,1.325379,103.903565,0,livelier,25.0,8.33333333333
51e048b3fdc9f01d25a79de0,1.341101,103.88055,2,livelier,16.2306196829,6.16763336923
51e048b3fdc9f01d25a79e1b,1.379558,103.764072,4,livelier,30.4508896655,5.03012486579
51e048b3fdc9f01d25a79e61,1.324602,103.82901,2,livelier,24.9421314264,6.20346821687
51e048b3fdc9f01d25a79f7d,1.343768,103.738305,1,livelier,33.3615432722,6.33762554831
51e048b3fdc9f01d25a7a012,1.289644,103.802205,0,livelier,25.0,8.33333333333
51e048b3fdc9f01d25a7a1a6,1.368939,103.831268,2,livelier,17.4984145017,6.40459428019
51e048a0fdc9f01d25a5eaed,1.347488,103.88126,6,safer,22.7754870646,3.46732663443
51e048b3fdc9f01d25a7a14e,1.424599,103.823582,8,livelier,29.764703167,3.16348443318
51e048b3fdc9f01d25a7992a,1.378455,103.766627,2,livelier,31.4038765244,5.16829710815
51e048b3fdc9f01d25a79b02,1.373835,103.935761,2,livelier,25.1003018554,6.22399777348
51e048b3fdc9f01d25a799a8,1.384687,103.871787,3,livelier,25.1246963348,4.4465827365
51e048c5fdc9f01d25a94d60,1.365474,103.880941,2,more boring,25.2587899064,5.92682395699
51e048c5fdc9f01d25a94da0,1.359984,103.851983,1,more boring,18.6530679191,6.44030107243
51e048c5fdc9f01d25a94f0a,1.315897,103.833426,1,more boring,27.1158641155,6.21620761189
51e048a0fdc9f01d25a5ea8b,1.336176,103.853687,3,safer,28.7778389641,4.65269676893
51e048c5fdc9f01d25a94e5a,1.329377,103.725588,1,more boring,21.7832621609,7.17444960134
51e048c5fdc9f01d25a9531d,1.276462,103.840693,1,more boring,30.9282308273,6.72090564085
51e048c5fdc9f01d25a94e88,1.363541,103.883688,2,more boring,16.1885698781,6.08401181011
51e048d7fdc9f01d25ab07b7,1.394972,103.873391,2,wealthier,23.1160678849,6.05815835815
51e048c5fdc9f01d25a95247,1.322647,103.857276,1,more boring,18.8151395839,6.64426684972
51e048c5fdc9f01d25a94af3,1.313165,103.839092,1,more boring,20.2304499119,7.12859502046
51e048c5fdc9f01d25a94af4,1.330397,103.903985,2,more boring,24.4682983547,5.89938358213
51e048c5fdc9f01d25a94af5,1.366117,103.891248,3,more boring,25.7060834362,5.30921104181
51e048c5fdc9f01d25a94af8,1.33706,103.72241,0,more boring,25.0,8.33333333333
51e048c5fdc9f01d25a94afc,1.278301,103.823332,1,more boring,21.2666386391,7.15136224625
51e048c5fdc9f01d25a94b00,1.31152,103.827696,2,more boring,16.3747265517,6.0501906704
51e048c5fdc9f01d25a94b01,1.397451,103.918107,4,more boring,25.4193858514,4.71290829247
51e048c5fdc9f01d25a94b05,1.32563,103.725751,2,more boring,31.7003208883,6.464014115
51e048c5fdc9f01d25a94b11,1.356798,103.947242,4,more boring,23.3693938009,4.35587993339
51e048c5fdc9f01d25a94b18,1.382089,103.974784,3,more boring,29.2688813677,5.03470870965
51e048c5fdc9f01d25a94b1d,1.322764,103.917366,4,more boring,26.4172171892,4.87465220663
51e048c5fdc9f01d25a94b1f,1.318526,103.809401,1,more boring,20.2304499119,7.12859502046
51e048c5fdc9f01d25a94b25,1.312023,103.85406,3,more boring,25.5158873918,5.12228523632
51e048c5fdc9f01d25a94b28,1.364378,103.861838,3,more boring,29.8022483322,5.47282678
51e048c5fdc9f01d25a94b2a,1.288409,103.817877,2,more boring,25.9606780153,5.97415464252
51e048c5fdc9f01d25a94b2b,1.326673,103.812432,2,more boring,23.8391939923,6.18143682646
51e048c5fdc9f01d25a94b2e,1.359377,103.869322,2,more boring,26.9436944773,5.9399830341
51e048c5fdc9f01d25a94b31,1.327258,103.952892,4,more boring,16.4533190724,4.95113845009
51e048c5fdc9f01d25a94b32,1.322563,103.918955,0,more boring,25.0,8.33333333333
51e048c5fdc9f01d25a94b35,1.367727,103.848682,1,more boring,29.7695500881,7.12859502046
51e048c5fdc9f01d25a94b37,1.36405,103.855814,0,more boring,25.0,8.33333333333
51e048c5fdc9f01d25a94b38,1.373977,103.892238,4,more boring,17.7742947587,4.82055417534
51e048c5fdc9f01d25a94b3e,1.323629,103.845786,1,more boring,29.7695500881,7.12859502046
51e048c5fdc9f01d25a94b3f,1.398343,103.880634,2,more boring,25.2904900378,5.92364628408
51e048c5fdc9f01d25a94b40,1.333708,103.942893,1,more boring,29.7695500881,7.12859502046
51e048c5fdc9f01d25a94b42,1.410907,103.90908,2,more boring,21.7788174895,5.85870948468
51e048c5fdc9f01d25a94b47,1.336887,103.896985,3,more boring,30.4045400737,5.43662952216
51e048c5fdc9f01d25a94b48,1.36126,103.833701,0,more boring,25.0,8.33333333333
51e048c5fdc9f01d25a94b4a,1.38064,103.888651,3,more boring,31.2868725679,5.02708912669
51e048c5fdc9f01d25a94b4b,1.373896,103.947192,3,more boring,28.5139372288,5.60738903602
51e048c5fdc9f01d25a94b50,1.358884,103.895375,2,more boring,21.0396456731,5.74234476813
51e048c5fdc9f01d25a94b52,1.334104,103.720036,3,more boring,16.1935124725,5.79670571755
51e048c5fdc9f01d25a94b53,1.305514,103.881297,3,more boring,24.0360994693,5.29067010426
51e048c5fdc9f01d25a94b56,1.320934,103.762703,2,more boring,24.2547625283,5.96990130113
51e048c5fdc9f01d25a94b58,1.368634,103.887028,1,more boring,32.9192729038,6.39342877872
51e048c5fdc9f01d25a94b5c,1.361361,103.767097,1,more boring,29.7695500881,7.12859502046
51e048c5fdc9f01d25a94b5f,1.31046,103.825916,2,more boring,26.3875329417,6.15113072281
51e048c5fdc9f01d25a94b62,1.286745,103.81129,2,more boring,21.3662248173,5.71315487681
51e048c5fdc9f01d25a94b65,1.331408,103.929555,3,more boring,25.5158424726,5.31182081161
51e048c5fdc9f01d25a94b6a,1.341843,103.748899,2,more boring,24.9421314264,6.20346821687
51e048c5fdc9f01d25a94b6b,1.316539,103.927552,3,more boring,23.5162281722,5.2087215832
51e048c5fdc9f01d25a94b70,1.375207,103.901151,1,more boring,28.7333613609,7.15136224625
51e048c5fdc9f01d25a94b72,1.345416,103.866383,3,more boring,27.7289097712,5.42693651415
51e048c5fdc9f01d25a94b77,1.345535,103.894378,1,more boring,29.7695500881,7.12859502046
51e048c5fdc9f01d25a94b78,1.349363,103.88178,1,more boring,20.2304499119,7.12859502046
51e048c5fdc9f01d25a94b7c,1.364417,103.866082,3,more boring,14.52486236,5.61344118671
51e048c5fdc9f01d25a94b7d,1.309112,103.872614,1,more boring,29.7695500881,7.12859502046
51e048c5fdc9f01d25a94b7e,1.369256,103.843552,0,more boring,25.0,8.33333333333
51e048c5fdc9f01d25a94b83,1.369671,103.970397,1,more boring,32.4103955959,6.64772645686
51e048c5fdc9f01d25a94b84,1.370564,103.967394,0,more boring,25.0,8.33333333333
51e048c5fdc9f01d25a94b85,1.343415,103.937948,2,more boring,20.2459269713,5.80291895995
51e048c5fdc9f01d25a94b87,1.310457,103.83341,2,more boring,16.9816671876,6.15685062728
51e048c5fdc9f01d25a94b89,1.276216,103.859145,1,more boring,28.7333613609,7.15136224625
51e048c5fdc9f01d25a94b8a,1.279483,103.800344,1,more boring,20.2304499119,7.12859502046
51e048c5fdc9f01d25a94b8e,1.355737,103.864867,2,more boring,28.1730757115,5.81544792087
51e048c5fdc9f01d25a94b8f,1.331187,103.917154,2,more boring,24.9421314264,6.20346821687
51e048c5fdc9f01d25a94b91,1.330064,103.800859,0,more boring,25.0,8.33333333333
51e048c5fdc9f01d25a94b92,1.382128,103.849681,0,more boring,25.0,8.33333333333
51e048c5fdc9f01d25a94b93,1.313006,103.760076,2,more boring,24.9421314264,6.20346821687
51e048c5fdc9f01d25a94b95,1.316395,103.875034,1,more boring,18.8692999511,6.63371329895
51e048c5fdc9f01d25a94b97,1.345313,103.771773,2,more boring,18.1596936663,6.17919303041
51e048c5fdc9f01d25a94b9a,1.37019,103.846276,1,more boring,22.3258218154,7.23702092321
51e048c5fdc9f01d25a94b9b,1.324629,103.857366,4,more boring,24.0773669459,4.70757018644
51e048c5fdc9f01d25a94b9d,1.375143,103.832049,0,more boring,25.0,8.33333333333
51e048c5fdc9f01d25a94b9e,1.393352,103.893589,4,more boring,26.3438175888,4.74394882903
51e048c5fdc9f01d25a94ba0,1.370897,103.876641,5,more boring,23.4887483096,4.57159748198
51e048c5fdc9f01d25a94ba1,1.375385,103.89636,1,more boring,18.7525609957,6.84645219089
51e048c5fdc9f01d25a94ba6,1.292897,103.835638,2,more boring,18.3153113076,6.39577535947
51e048c5fdc9f01d25a94ba7,1.291486,103.860631,4,more boring,28.0384035642,4.87407148884
51e048c5fdc9f01d25a94ba9,1.374268,103.967176,2,more boring,24.1323043761,6.23723820427
51e048c5fdc9f01d25a94bac,1.365248,103.962363,2,more boring,25.0578685736,6.20346821687
51e048c5fdc9f01d25a94bad,1.337221,103.723017,1,more boring,18.9646570967,6.75014975184
51e048c5fdc9f01d25a94bb6,1.336547,103.787682,2,more boring,21.7788174895,5.85870948468
51e048c5fdc9f01d25a94bbb,1.303471,103.904004,1,more boring,29.1182871827,7.09918002017
51e048c5fdc9f01d25a94bc6,1.306746,103.796713,1,more boring,20.2304499119,7.12859502046
51e048c5fdc9f01d25a94bca,1.278923,103.820763,4,more boring,19.5013917908,5.30722347043
51e048c5fdc9f01d25a94bcc,1.377343,103.76212,2,more boring,32.8732938424,6.06479133754
51e048c5fdc9f01d25a94bd3,1.402736,103.815748,0,more boring,25.0,8.33333333333
51e048c5fdc9f01d25a94bd4,1.320642,103.894357,1,more boring,17.2327637062,6.40925682951
51e048c5fdc9f01d25a94bd6,1.338107,103.78416,3,more boring,15.2016060192,5.71345107545
51e048c5fdc9f01d25a94bd8,1.353457,103.966736,2,more boring,30.8395197626,6.40287721491
51e048c5fdc9f01d25a94bdc,1.294315,103.773698,7,more boring,26.4359446896,3.966142528
51e048c5fdc9f01d25a94bdf,1.350638,103.997099,10,more boring,17.4134309272,3.62697212154
51e048c5fdc9f01d25a94be1,1.326185,103.730467,2,more boring,33.1785965211,6.0563573799
51e048c5fdc9f01d25a94be2,1.359845,103.866012,1,more boring,31.5488349857,6.65004755835
51e048c5fdc9f01d25a94be6,1.31392,103.838067,3,more boring,22.2515749595,5.60256124345
51e048c5fdc9f01d25a94be9,1.369553,103.963997,1,more boring,31.2174132136,6.84805787375
51e048c5fdc9f01d25a94beb,1.314373,103.752514,2,more boring,26.2545780558,5.66529681593
51e048c5fdc9f01d25a94bee,1.369635,103.861966,6,more boring,24.1023019409,4.48879493091
51e048c5fdc9f01d25a94bef,1.30991,103.836772,1,more boring,19.6532566952,6.82841227143
51e048c5fdc9f01d25a94bf4,1.31759,103.771608,1,more boring,20.2304499119,7.12859502046
51e048c5fdc9f01d25a94bf7,1.290868,103.821985,1,more boring,29.7695500881,7.12859502046
51e048c5fdc9f01d25a94bfa,1.365912,103.956931,2,more boring,24.5350182309,6.18878559839
51e048c5fdc9f01d25a94bfb,1.382568,103.929546,3,more boring,21.7085047722,5.45444782268
51e048c5fdc9f01d25a94bfe,1.300012,103.792352,0,more boring,25.0,8.33333333333
51e048c5fdc9f01d25a94bff,1.339245,103.982153,11,more boring,16.7042950869,4.40457840508
51e048c5fdc9f01d25a94c00,1.33399,103.908644,2,more boring,16.4926087038,6.19751160705
51e048c5fdc9f01d25a94c02,1.353989,103.925903,1,more boring,29.7695500881,7.12859502046
51e048c5fdc9f01d25a94c06,1.285378,103.832504,3,more boring,27.8420751726,5.65948712133
51e048c5fdc9f01d25a94c07,1.353159,103.841226,1,more boring,18.4032706028,6.81224771061
51e048c5fdc9f01d25a94c09,1.364712,103.967656,1,more boring,20.2304499119,7.12859502046
51e048c5fdc9f01d25a94c0e,1.271393,103.827035,1,more boring,19.1726937851,6.89640660164
51e048c5fdc9f01d25a94c14,1.325321,103.908945,2,more boring,19.6066529068,5.30195362137
51e048c5fdc9f01d25a94c15,1.415633,103.803792,1,more boring,30.4406150561,6.76720559431
51e048c5fdc9f01d25a94c17,1.364711,103.768367,2,more boring,23.5826896006,5.92215176912
51e048c5fdc9f01d25a94c18,1.413071,103.83891,1,more boring,30.6057409854,6.80113990359
51e048c5fdc9f01d25a94c19,1.317325,103.791218,1,more boring,32.3611351345,6.70684421177
51e048c5fdc9f01d25a94c1a,1.33758,103.891733,1,more boring,29.7695500881,7.12859502046
51e048c5fdc9f01d25a94c1d,1.360143,103.891305,5,more boring,13.3769629914,5.14740631408
51e048c5fdc9f01d25a94c21,1.343727,103.851969,7,more boring,25.1064501331,3.88533774359
51e048c5fdc9f01d25a94c25,1.2908,103.805503,1,more boring,29.7695500881,7.12859502046
51e048c5fdc9f01d25a94c2a,1.315694,103.851223,3,more boring,22.0235376304,5.06109864369
51e048c5fdc9f01d25a94c2c,1.366505,103.895541,1,more boring,29.007391681,7.11100988223
51e048c5fdc9f01d25a94c2e,1.386264,103.839757,0,more boring,25.0,8.33333333333
51e048c5fdc9f01d25a94c2f,1.347992,103.952101,2,more boring,17.0407496391,6.17030736693
51e048c5fdc9f01d25a94c33,1.334534,103.921864,1,more boring,28.0450122505,7.2317218845
51e048c5fdc9f01d25a94c36,1.266082,103.824822,1,more boring,30.3794780011,6.71683572658
51e048c5fdc9f01d25a94c38,1.357027,103.924332,2,more boring,24.9421314264,6.20346821687
51e048c5fdc9f01d25a94c3a,1.335298,103.86722,1,more boring,21.2666386391,7.15136224625
51e048c5fdc9f01d25a94c3c,1.299102,103.853098,1,more boring,29.7695500881,7.12859502046
51e048c5fdc9f01d25a94c3d,1.320116,103.755268,3,more boring,29.1537793835,5.30172211008
51e048c5fdc9f01d25a94c3f,1.310557,103.820467,1,more boring,20.2304499119,7.12859502046
51e048c5fdc9f01d25a94c41,1.348906,103.972351,3,more boring,30.2212612693,5.34121945904
51e048c5fdc9f01d25a94c42,1.310582,103.941023,4,more boring,23.8918010414,4.94629017416
51e048c5fdc9f01d25a94c43,1.297136,103.840049,0,more boring,25.0,8.33333333333
51e048c5fdc9f01d25a94c46,1.302401,103.797057,0,more boring,25.0,8.33333333333
51e048c5fdc9f01d25a94c49,1.339598,103.772492,1,more boring,20.2304499119,7.12859502046
51e048c5fdc9f01d25a94c4e,1.319061,103.916794,1,more boring,18.7525609957,6.84645219089
51e048c5fdc9f01d25a94c4f,1.321029,103.849465,1,more boring,30.9154869228,6.61078620271
51e048c5fdc9f01d25a94c52,1.318189,103.866862,3,more boring,13.8627130186,5.68860153861
51e048c5fdc9f01d25a94c57,1.324264,103.913563,2,more boring,22.1062928566,5.84238380129
51e048c5fdc9f01d25a94c58,1.439676,103.835922,3,more boring,28.8885454659,5.61476131214
51e048c5fdc9f01d25a94c59,1.396274,103.907805,2,more boring,23.0437645754,5.92691725969
51e048c5fdc9f01d25a94c5d,1.377491,103.880463,2,more boring,28.9482714329,5.55456358838
51e048c5fdc9f01d25a94c5e,1.337766,103.980427,2,more boring,24.913130858,6.01410829719
51e048c5fdc9f01d25a94c61,1.381188,103.771656,1,more boring,20.2304499119,7.12859502046
51e048c5fdc9f01d25a94c65,1.387705,103.849429,0,more boring,25.0,8.33333333333
51e048c5fdc9f01d25a94c68,1.294222,103.849369,1,more boring,20.2304499119,7.12859502046
51e048c5fdc9f01d25a94c69,1.331607,103.858216,2,more boring,25.8321428488,5.9337263001
51e048c5fdc9f01d25a94c6a,1.391379,103.891524,2,more boring,33.6889331321,6.03142183689
51e048c5fdc9f01d25a94c6c,1.282122,103.833132,3,more boring,22.774196581,4.97324348623
51e048c5fdc9f01d25a94c6d,1.395025,103.884818,0,more boring,25.0,8.33333333333
51e048c5fdc9f01d25a94c71,1.359212,103.88171,2,more boring,17.4984145017,6.40459428019
51e048c5fdc9f01d25a94c74,1.314167,103.824799,1,more boring,20.2304499119,7.12859502046
51e048c5fdc9f01d25a94c77,1.308899,103.936632,2,more boring,32.5015854983,6.40459428019
51e048c5fdc9f01d25a94c78,1.398112,103.902676,2,more boring,17.0411510139,6.01729352813
51e048c5fdc9f01d25a94c7d,1.371027,103.897868,1,more boring,21.2666386391,7.15136224625
51e048c5fdc9f01d25a94c87,1.340752,103.852894,3,more boring,24.6263902452,5.45602556488
51e048c5fdc9f01d25a94c89,1.347032,103.93786,2,more boring,31.505350866,6.22405652979
51e048c5fdc9f01d25a94c8a,1.334254,103.715317,2,more boring,32.5015854983,6.40459428019
51e048c5fdc9f01d25a94c8e,1.282505,103.812302,2,more boring,24.2547625283,5.96990130113
51e048c5fdc9f01d25a94c91,1.351033,103.956482,2,more boring,17.4984145017,6.40459428019
51e048c5fdc9f01d25a94c9a,1.319288,103.918373,2,more boring,25.9502690069,5.86004454928
51e048c5fdc9f01d25a94c9c,1.316167,103.916489,0,more boring,25.0,8.33333333333
51e048c5fdc9f01d25a94c9d,1.377023,103.928535,1,more boring,29.7695500881,7.12859502046
51e048c5fdc9f01d25a94c9e,1.318756,103.90262,7,more boring,22.9830649946,4.03396426053
51e048c5fdc9f01d25a94c9f,1.291192,103.781425,1,more boring,29.7695500881,7.12859502046
51e048c5fdc9f01d25a94ca3,1.357051,103.878319,2,more boring,23.3210503336,5.83975689399
51e048c5fdc9f01d25a94ca5,1.386634,103.87219,1,more boring,30.2564803696,6.87089471807
51e048c5fdc9f01d25a94ca6,1.380171,103.866766,2,more boring,24.9421314264,6.20346821687
51e048c5fdc9f01d25a94ca7,1.325574,103.862396,1,more boring,28.7333613609,7.15136224625
51e048c5fdc9f01d25a94ca8,1.289881,103.789532,0,more boring,25.0,8.33333333333
51e048c5fdc9f01d25a94caa,1.335444,103.929396,1,more boring,29.7695500881,7.12859502046
51e048c5fdc9f01d25a94cae,1.272543,103.845879,2,more boring,34.228553623,5.94519323287
51e048c5fdc9f01d25a94cb0,1.372162,103.833191,2,more boring,32.5015854983,6.40459428019
51e048c5fdc9f01d25a94cb1,1.32187,103.905428,2,more boring,25.0578685736,6.20346821687
51e048c5fdc9f01d25a94cb8,1.338606,103.972299,3,more boring,21.9180852739,5.45416370721
51e048c5fdc9f01d25a94cba,1.30769,103.830191,0,more boring,25.0,8.33333333333
51e048c5fdc9f01d25a94cbb,1.405301,103.902439,1,more boring,20.2304499119,7.12859502046
51e048c5fdc9f01d25a94cbd,1.378753,103.874889,0,more boring,25.0,8.33333333333
51e048c5fdc9f01d25a94cbe,1.325666,103.895685,0,more boring,25.0,8.33333333333
51e048c5fdc9f01d25a94cc2,1.296856,103.861176,1,more boring,29.7695500881,7.12859502046
51e048c5fdc9f01d25a94cc4,1.364317,103.774219,1,more boring,19.6912381772,6.83314511105
51e048c5fdc9f01d25a94cc6,1.324556,103.796762,0,more boring,25.0,8.33333333333
51e048c5fdc9f01d25a94cca,1.387101,103.900397,3,more boring,20.6826066064,4.99411608499
51e048c5fdc9f01d25a94ccc,1.326022,103.848784,5,more boring,24.5121426248,4.13253327782
51e048c5fdc9f01d25a94ccd,1.397094,103.896699,1,more boring,21.2666386391,7.15136224625
51e048c5fdc9f01d25a94ccf,1.303772,103.866552,1,more boring,19.6389131083,6.63038268108
51e048c5fdc9f01d25a94cd1,1.308943,103.86415,2,more boring,24.9421314264,6.20346821687
51e048c5fdc9f01d25a94cd3,1.35763,103.869034,0,more boring,25.0,8.33333333333
51e048c5fdc9f01d25a94cd4,1.340127,103.775856,2,more boring,25.7697198591,6.16763336923
51e048c5fdc9f01d25a94cd6,1.348028,103.745019,2,more boring,32.9122798973,6.05056552937
51e048c5fdc9f01d25a94cde,1.409868,103.807476,2,more boring,26.8734274325,5.9707701263
51e048c5fdc9f01d25a94cdf,1.273793,103.830348,3,more boring,22.5049263487,5.3297061045
51e048c5fdc9f01d25a94ce1,1.35152,103.930641,3,more boring,28.5477713462,5.22708625012
51e048c5fdc9f01d25a94ce2,1.405181,103.819979,2,more boring,22.2633249564,5.98150971568
51e048c5fdc9f01d25a94ce3,1.308391,103.91417,1,more boring,29.7695500881,7.12859502046
51e048c5fdc9f01d25a94ce5,1.316399,103.843312,1,more boring,20.2304499119,7.12859502046
51e048c5fdc9f01d25a94cee,1.32216,103.868286,0,more boring,25.0,8.33333333333
51e048c5fdc9f01d25a94cf2,1.358901,103.843157,3,more boring,14.6461445259,5.60767117312
51e048c5fdc9f01d25a94cf5,1.344934,103.771626,1,more boring,29.7695500881,7.12859502046
51e048c5fdc9f01d25a94cf6,1.297434,103.897747,2,more boring,33.3845103216,5.94991441572
51e048c5fdc9f01d25a94cfb,1.292387,103.814028,0,more boring,25.0,8.33333333333
51e048c5fdc9f01d25a94cfc,1.326746,103.783094,4,more boring,19.4379093502,5.17835776664
51e048c5fdc9f01d25a94cfe,1.384687,103.871787,1,more boring,20.2304499119,7.12859502046
51e048c5fdc9f01d25a94cff,1.389377,103.843677,2,more boring,26.1615641127,6.00846509121
51e048c5fdc9f01d25a94d04,1.381111,103.903361,1,more boring,29.7695500881,7.12859502046
51e048c5fdc9f01d25a94d05,1.324165,103.930087,0,more boring,25.0,8.33333333333
51e048c5fdc9f01d25a94d08,1.398886,103.898447,1,more boring,25.0,6.47436515156
51e048c5fdc9f01d25a94d09,1.30314,103.815648,2,more boring,21.7788174895,5.85870948468
51e048c5fdc9f01d25a94d0b,1.354802,103.887414,4,more boring,27.329764513,4.69032147425
51e048c5fdc9f01d25a94d0e,1.293347,103.78886,2,more boring,25.0578685736,6.20346821687
51e048c5fdc9f01d25a94d10,1.332595,103.933406,3,more boring,32.6815049051,5.10747222133
51e048c5fdc9f01d25a94d11,1.35024,103.869248,2,more boring,23.445160508,5.99087499065
51e048c5fdc9f01d25a94d13,1.374447,103.752496,2,more boring,21.7788174895,5.85870948468
51e048c5fdc9f01d25a94d17,1.324224,103.826191,5,more boring,26.7927787192,4.00682490568
51e048c5fdc9f01d25a94d19,1.35772,103.880395,3,more boring,22.0947032309,5.61068607533
51e048c5fdc9f01d25a94d1a,1.369946,103.828707,2,more boring,17.7129604298,6.3695919618
51e048c5fdc9f01d25a94d1e,1.29627,103.770247,0,more boring,25.0,8.33333333333
51e048c5fdc9f01d25a94d1f,1.344093,103.870032,1,more boring,29.7695500881,7.12859502046
51e048c5fdc9f01d25a94d24,1.276236,103.861134,2,more boring,21.8269242885,5.81544792087
51e048c5fdc9f01d25a94d26,1.368503,103.747969,3,more boring,25.5453676482,5.05156670981
51e048c5fdc9f01d25a94d28,1.357926,103.924615,1,more boring,29.7695500881,7.12859502046
51e048c5fdc9f01d25a94d2c,1.331805,103.909055,1,more boring,20.2304499119,7.12859502046
51e048c5fdc9f01d25a94d2f,1.302293,103.774558,1,more boring,29.7695500881,7.12859502046
51e048c5fdc9f01d25a94d31,1.391796,103.907691,3,more boring,27.8420751726,5.65948712133
51e048c5fdc9f01d25a94d34,1.334906,103.894403,1,more boring,29.7695500881,7.12859502046
51e048c5fdc9f01d25a94d36,1.366086,103.891467,2,more boring,24.9421314264,6.20346821687
