location_id,trueskill_score
50f5609bfdc9f065f00052bf,25.0
50f5609bfdc9f065f00052c1,29.7695500881
50f5609bfdc9f065f00052c5,30.6730871541
50f5609bfdc9f065f00052c7,25.0
50f5609bfdc9f065f00052d7,30.5158153884
50f5609cfdc9f065f00052de,24.1965265907
50f5609cfdc9f065f00052ea,30.1864837594
50f560ebfdc9f065f00052ec,20.2304499119
50f560ecfdc9f065f00052ef,24.5416877459
50f560ecfdc9f065f00052f0,29.7695500881
50f560ecfdc9f065f00052f3,30.8656741428
50f560ecfdc9f065f00052f5,31.6048724636
50f560edfdc9f065f00052fc,31.5526003286
50f560edfdc9f065f0005300,23.9410560757
50f560edfdc9f065f0005306,18.2996791117
50f560edfdc9f065f0005309,31.0969933178
50f560eefdc9f065f000530c,27.4771618439
50f560effdc9f065f000531a,25.0
50f560effdc9f065f0005321,29.7695500881
50f560effdc9f065f0005322,29.7695500881
50f560effdc9f065f0005324,21.5887775426
50f560effdc9f065f0005325,30.8219282011
50f560effdc9f065f0005326,17.6332797344
50f560effdc9f065f0005327,33.7693803171
50f560f0fdc9f065f0005329,26.4307468418
50f560f0fdc9f065f000532c,32.2226446073
50f560f0fdc9f065f000532d,27.213021879
50f560f0fdc9f065f0005332,17.409273003
50f560f0fdc9f065f0005334,24.9421314264
50f560f1fdc9f065f0005339,31.9403289875
50f560f1fdc9f065f000533b,31.2450693194
50f560f1fdc9f065f000533d,20.9913902604
50f560f1fdc9f065f000533f,20.7998288117
50f560f1fdc9f065f0005340,21.2530394905
50f560f1fdc9f065f0005342,24.0662916327
50f560f2fdc9f065f0005348,29.7695500881
50f560f2fdc9f065f000534d,25.0
50f560f4fdc9f065f000535d,18.2996791117
50f560f4fdc9f065f000535e,20.2304499119
50f560f4fdc9f065f000535f,33.5067956249
50f560f4fdc9f065f0005360,25.0
50f560f4fdc9f065f0005364,21.7823382311
50f560f4fdc9f065f0005365,18.4032706028
50f560f4fdc9f065f0005368,26.6907871723
50f560f4fdc9f065f0005369,33.6268772986
50f560f5fdc9f065f0005384,25.0
50f560f9fdc9f065f000538c,29.7695500881
50f560fafdc9f065f0005395,34.7949823165
50f560fafdc9f065f000539b,31.5967293972
50f560fafdc9f065f000539c,20.2304499119
50f560fafdc9f065f000539d,33.3450679967
50f560fafdc9f065f000539f,29.7695500881
50f560fafdc9f065f00053a1,32.5015854983
50f560fafdc9f065f00053a2,37.4393027967
50f560fafdc9f065f00053ab,25.0
50f560fafdc9f065f00053ac,29.7695500881
50f560fafdc9f065f00053af,16.3078477005
50f560fafdc9f065f00053b4,30.6057409854
50f560fafdc9f065f00053b5,18.3153113076
50f560fafdc9f065f00053b6,20.2304499119
50f560fafdc9f065f00053ca,20.2304499119
50f560fbfdc9f065f00053d3,32.5015854983
50f560fbfdc9f065f00053db,31.5967293972
50f560fbfdc9f065f00053de,28.7333613609
50f560fbfdc9f065f00053e1,22.8092744341
50f560fbfdc9f065f00053e8,25.0
50f560fbfdc9f065f00053e9,29.6494106477
50f560fbfdc9f065f00053ee,25.0
50f560fbfdc9f065f00053ef,29.7695500881
50f560fbfdc9f065f00053f0,28.7333613609
50f5611cfdc9f065f00053fc,17.8713148888
50f5611cfdc9f065f00053ff,32.8135757202
50f5611dfdc9f065f0005401,32.5015854983
50f5611dfdc9f065f0005403,32.3611351345
50f5611dfdc9f065f0005405,34.3489681812
50f5611dfdc9f065f000540b,30.2289683323
50f5611dfdc9f065f000540d,17.4984145017
50f5611dfdc9f065f000540e,28.2348107607
50f5611dfdc9f065f0005412,29.7695500881
50f5611efdc9f065f0005419,25.4803953084
50f5611efdc9f065f000541d,19.1931807453
50f5611ffdc9f065f0005421,31.0354167839
50f5611ffdc9f065f0005422,24.0508239113
50f5611ffdc9f065f0005423,20.2304499119
50f5611ffdc9f065f0005426,25.0
50f5611ffdc9f065f000542b,21.5189165026
50f5611ffdc9f065f0005435,26.1030782639
50f56120fdc9f065f0005436,29.7695500881
50f56120fdc9f065f0005439,28.1539067193
50f56120fdc9f065f000543b,36.7025207712
50f56120fdc9f065f000543c,29.7695500881
50f56120fdc9f065f000543d,29.7695500881
50f56120fdc9f065f000543f,26.6315024497
50f56120fdc9f065f0005440,23.8349707586
50f56120fdc9f065f0005442,25.675880803
50f56121fdc9f065f0005446,16.558491354
50f56121fdc9f065f0005448,34.4024854434
50f56121fdc9f065f0005449,25.0
50f56121fdc9f065f000544a,26.0176665847
50f56121fdc9f065f000544b,32.5015854983
50f56121fdc9f065f000544e,34.220655618
50f56122fdc9f065f0005457,29.7695500881
50f56122fdc9f065f000545b,33.2564057549
50f56122fdc9f065f000545f,17.6127846624
50f56122fdc9f065f0005461,29.7695500881
50f56122fdc9f065f0005462,29.7695500881
50f56122fdc9f065f0005463,19.3919629403
50f56122fdc9f065f0005464,25.0
50f56122fdc9f065f0005467,23.9898538976
50f56125fdc9f065f000546a,28.4896227729
50f56125fdc9f065f000546c,29.7695500881
50f56125fdc9f065f000546f,34.4754489731
50f56125fdc9f065f000547a,29.7695500881
50f56125fdc9f065f0005484,24.1018139871
50f56125fdc9f065f0005485,34.0131133003
50f56125fdc9f065f0005486,28.5139372288
50f56125fdc9f065f0005488,21.8269242885
50f56125fdc9f065f000548a,34.3352496476
50f56125fdc9f065f000548b,28.2211825105
50f56125fdc9f065f0005490,29.7695500881
50f56125fdc9f065f0005496,28.8937479218
50f56125fdc9f065f0005497,22.0243335655
50f56125fdc9f065f0005498,28.7333613609
50f56125fdc9f065f0005499,29.7695500881
50f56125fdc9f065f000549a,31.9298791799
50f56125fdc9f065f000549b,25.0
50f56125fdc9f065f000549d,33.8080575073
50f56125fdc9f065f00054a1,25.0
50f56126fdc9f065f00054a6,29.7695500881
50f56126fdc9f065f00054a8,22.4306487349
50f56126fdc9f065f00054ac,25.0
50f56126fdc9f065f00054af,25.0
50f56126fdc9f065f00054b3,24.1323043761
50f5612cfdc9f065f00054b8,36.5720236832
50f5612dfdc9f065f00054b9,21.865412675
50f5612dfdc9f065f00054ba,32.2985375024
50f5612dfdc9f065f00054bd,20.2304499119
50f5612dfdc9f065f00054bf,21.1857230922
50f5612dfdc9f065f00054c1,30.115283756
50f5612dfdc9f065f00054c4,29.7695500881
50f5612dfdc9f065f00054c7,31.0096555393
50f5612dfdc9f065f00054cc,25.0
50f5612dfdc9f065f00054cd,28.506090799
50f5612dfdc9f065f00054d0,25.0
50f5612dfdc9f065f00054d5,28.2689020064
50f5612dfdc9f065f00054d8,16.4382625409
50f5612dfdc9f065f00054d9,21.4403907461
50f5612dfdc9f065f00054dd,23.1720333585
50f5612dfdc9f065f00054e1,30.2564803696
50f5612dfdc9f065f00054e3,33.8031165936
50f5612dfdc9f065f00054e8,25.0
50f5612dfdc9f065f00054e9,25.230780398
50f5612dfdc9f065f00054ec,26.2857011723
50f5612dfdc9f065f00054ee,29.7695500881
50f5612efdc9f065f00054f3,25.0
50f5612efdc9f065f0005505,23.23826035
50f5612efdc9f065f000550a,31.2917596274
50f5612efdc9f065f000550c,26.8812443843
50f5612efdc9f065f000550d,32.4044293128
50f5612efdc9f065f000550f,28.3204674588
50f5612efdc9f065f0005511,25.4093802079
50f5612efdc9f065f0005513,31.2503423924
50f5612efdc9f065f0005518,20.2304499119
50f5612efdc9f065f0005521,34.837681049
50f5612efdc9f065f0005526,17.4984145017
50f5612efdc9f065f0005527,30.2564803696
50f5612efdc9f065f000552e,19.527674001
50f5612efdc9f065f000552f,29.7695500881
50f5612ffdc9f065f0005533,17.8833211885
50f5612ffdc9f065f0005535,30.5622763616
50f5612ffdc9f065f000553a,31.5967293972
50f5612ffdc9f065f000553b,20.7504513999
50f5612ffdc9f065f000553c,31.2865890527
50f5612ffdc9f065f0005541,29.7695500881
50f5612ffdc9f065f0005548,31.2474390043
50f5612ffdc9f065f0005549,28.4078307029
50f5612ffdc9f065f000554a,28.5490240027
50f56194fdc9f065f0005553,30.5111272062
50f56194fdc9f065f000555b,35.4131609984
50f56195fdc9f065f0005563,24.4746860204
50f56195fdc9f065f0005569,27.4038447046
50f56195fdc9f065f0005574,29.4457945887
50f56196fdc9f065f0005579,25.0
50f56196fdc9f065f000557b,25.5950588935
50f56196fdc9f065f000557d,20.2304499119
50f56198fdc9f065f0005588,31.4353136321
50f56198fdc9f065f000558c,22.5617907039
50f56198fdc9f065f0005591,37.7937657283
50f56198fdc9f065f0005592,33.8006310935
50f56198fdc9f065f0005596,29.7695500881
50f56198fdc9f065f0005599,27.7257940845
50f56198fdc9f065f000559b,22.5007075422
50f56198fdc9f065f000559c,29.7695500881
50f56198fdc9f065f00055a0,30.2564803696
50f56198fdc9f065f00055a5,29.7695500881
50f5619afdc9f065f00055b4,25.0
50f5619afdc9f065f00055b7,25.0
50f5619afdc9f065f00055bd,20.992608319
50f5619afdc9f065f00055c3,25.940527759
50f5619afdc9f065f00055c4,17.4984145017
50f5619afdc9f065f00055c6,24.437850543
50f5619afdc9f065f00055c7,29.7695500881
50f5619afdc9f065f00055ca,23.6654071799
50f5619afdc9f065f00055cf,19.3860876357
50f5619ffdc9f065f00055d5,29.1395231239
50f5619ffdc9f065f00055d6,31.3047790415
50f5619ffdc9f065f00055dc,23.6433630136
50f5619ffdc9f065f00055de,24.3882071838
50f5619ffdc9f065f00055e4,25.0
50f5619ffdc9f065f00055e6,20.2304499119
50f5619ffdc9f065f00055e7,17.4984145017
50f5619ffdc9f065f00055f1,29.7695500881
50f5619ffdc9f065f00055f5,27.9364277661
50f5619ffdc9f065f00055ff,26.2048777343
50f5619ffdc9f065f0005602,31.0216181074
50f5619ffdc9f065f0005606,24.4672470387
50f561a0fdc9f065f0005609,29.7695500881
50f561a0fdc9f065f000560c,25.2758069446
50f561a0fdc9f065f0005610,25.0
50f561a0fdc9f065f0005611,32.5015854983
50f561a0fdc9f065f0005616,25.0
50f561a0fdc9f065f000561d,28.1041590362
50f561a0fdc9f065f0005620,25.6301621819
50f561a0fdc9f065f0005621,31.0353429033
50f561a0fdc9f065f0005636,27.319442386
50f561a0fdc9f065f0005637,23.1717410863
50f561bbfdc9f065f0005639,31.9180256296
50f561bcfdc9f065f000563a,32.5015854983
50f561bcfdc9f065f000563d,29.7695500881
50f561bcfdc9f065f0005647,25.7198940353
50f561bcfdc9f065f0005648,25.0
50f561bcfdc9f065f000564a,27.6963314969
50f561bdfdc9f065f000564d,29.7695500881
50f561bdfdc9f065f000564f,27.8420751726
50f561bdfdc9f065f0005655,32.5015854983
50f561befdc9f065f000565e,20.2304499119
50f561befdc9f065f0005663,24.5098037545
50f561befdc9f065f0005666,32.5228749646
50f561bffdc9f065f0005672,25.0
50f561bffdc9f065f0005673,31.5967293972
50f561bffdc9f065f0005674,29.7695500881
50f561bffdc9f065f0005675,29.7695500881
50f561bffdc9f065f0005678,25.0
50f561bffdc9f065f0005683,29.3740031785
50f561bffdc9f065f0005685,18.1651242542
50f561c0fdc9f065f0005686,25.0
50f561c0fdc9f065f0005688,30.6927582051
50f561c1fdc9f065f0005692,26.2714845306
50f561c1fdc9f065f0005693,25.0
50f561c1fdc9f065f0005694,24.4407155881
50f561c1fdc9f065f00056a0,35.414781657
50f561c1fdc9f065f00056a3,18.4032706028
50f561c1fdc9f065f00056a6,26.6919421105
50f561c1fdc9f065f00056a9,18.2582409808
50f561c1fdc9f065f00056aa,25.0
50f561c1fdc9f065f00056ad,29.7695500881
50f561c4fdc9f065f00056b8,25.0
50f561c4fdc9f065f00056b9,29.7695500881
50f561c4fdc9f065f00056ba,25.0
50f561c4fdc9f065f00056c7,27.5388347917
50f561c4fdc9f065f00056c8,29.7695500881
50f561c4fdc9f065f00056ca,20.2304499119
50f561c4fdc9f065f00056cd,25.8321428488
50f561c4fdc9f065f00056ce,20.2304499119
50f561c4fdc9f065f00056d0,25.0
50f561c4fdc9f065f00056d2,29.7695500881
50f561c4fdc9f065f00056d3,25.7697198591
50f561c4fdc9f065f00056d4,21.2666386391
50f561c4fdc9f065f00056d7,25.0
50f561c4fdc9f065f00056da,25.0
50f561c5fdc9f065f00056df,27.2643415161
50f561c5fdc9f065f00056e5,17.8418816145
50f561c5fdc9f065f00056e8,35.0109035267
50f561cafdc9f065f00056ed,25.0
50f561cafdc9f065f00056f1,27.6640025206
50f561cafdc9f065f00056f2,20.2304499119
50f561cafdc9f065f00056f4,25.0
50f561cafdc9f065f00056f5,31.7003208883
50f561cafdc9f065f00056f7,22.302212572
50f561cbfdc9f065f00056f9,29.7695500881
50f561cbfdc9f065f00056fb,20.2304499119
50f561cbfdc9f065f00056fe,20.2304499119
50f561cbfdc9f065f0005702,25.2080176054
50f561cbfdc9f065f0005704,32.5015854983
50f561cbfdc9f065f0005706,28.2211825105
50f561cbfdc9f065f000570a,33.3641373935
50f561cbfdc9f065f000570f,20.2304499119
50f561cbfdc9f065f0005716,35.7702399048
50f561cbfdc9f065f0005719,24.2458657119
50f561cbfdc9f065f000571b,37.2308682498
50f561cbfdc9f065f0005721,24.3063458381
50f561cbfdc9f065f0005727,20.2304499119
50f561cbfdc9f065f0005729,22.1955787321
50f561cbfdc9f065f000572c,29.7695500881
50f561cbfdc9f065f000572d,30.1092611039
50f561cbfdc9f065f000572e,29.7695500881
50f561cbfdc9f065f0005736,19.0453337852
50f561ccfdc9f065f000573d,32.5015854983
50f561ccfdc9f065f0005740,31.5967293972
50f561ccfdc9f065f0005742,30.4011931588
50f561ccfdc9f065f0005744,31.0434644898
50f561ccfdc9f065f0005745,29.7695500881
50f561ccfdc9f065f0005748,21.6975678042
50f561ccfdc9f065f0005749,22.1955787321
50f561ccfdc9f065f000574c,26.1583392363
50f561ccfdc9f065f0005750,29.7695500881
50f561ccfdc9f065f0005754,21.3768525361
50f561ccfdc9f065f0005756,28.5065661703
50f561ccfdc9f065f000575c,20.2304499119
50f561ccfdc9f065f000575f,21.2666386391
50f561ccfdc9f065f0005760,30.5065194197
50f561ccfdc9f065f0005764,22.1101564572
50f561ccfdc9f065f0005767,35.4803966126
50f561ccfdc9f065f0005768,17.1396377795
50f561ccfdc9f065f000576b,32.5015854983
50f561ccfdc9f065f0005770,35.3056897333
50f561f0fdc9f065f0005777,30.3624986599
50f561f0fdc9f065f000577b,25.0
50f561f0fdc9f065f0005781,27.039266581
50f561f0fdc9f065f0005783,16.9249102457
50f561f0fdc9f065f0005785,28.7333613609
50f561f0fdc9f065f0005789,25.5573388069
50f561f1fdc9f065f000578f,24.2302801409
50f561f1fdc9f065f0005791,29.7695500881
50f561f1fdc9f065f0005793,29.7695500881
50f561f2fdc9f065f000579e,19.8052078349
50f561f2fdc9f065f000579f,26.7161511983
50f561f3fdc9f065f00057a4,19.0435610988
50f561f3fdc9f065f00057a8,18.4032706028
50f561f3fdc9f065f00057b4,32.6463828275
50f561f4fdc9f065f00057c0,25.0
50f561f4fdc9f065f00057c5,36.2886250609
50f561f4fdc9f065f00057ca,25.8581364384
50f561f4fdc9f065f00057ce,17.2094347591
50f561f6fdc9f065f00057d1,29.3740031785
50f561f6fdc9f065f00057d6,32.2226446073
50f561f6fdc9f065f00057da,32.1772353402
50f561f6fdc9f065f00057e3,18.0865623
50f561f6fdc9f065f00057eb,18.7555442825
50f561f6fdc9f065f00057ec,20.2304499119
50f561f6fdc9f065f00057ee,13.7414078818
50f561f6fdc9f065f00057ef,33.0922757175
50f561f6fdc9f065f00057f2,29.9011565738
50f561fafdc9f065f00057fb,29.828910227
50f561fafdc9f065f00057fe,25.2797375211
50f561fafdc9f065f000580e,33.2260182661
50f561fafdc9f065f0005810,25.0
50f561fafdc9f065f0005814,34.3352496476
50f561fafdc9f065f0005818,25.0
50f561fafdc9f065f000581c,16.1993689065
50f561fafdc9f065f0005820,23.9319440403
50f561fbfdc9f065f0005829,29.7695500881
50f561fbfdc9f065f000582a,17.5775095746
50f561fbfdc9f065f000582d,20.2304499119
50f561fbfdc9f065f0005832,36.3523950762
50f561fbfdc9f065f0005834,28.2211825105
50f561fbfdc9f065f0005835,25.0
50f561fbfdc9f065f000583f,17.1693671134
50f56202fdc9f065f0005842,32.5015854983
50f56202fdc9f065f0005843,28.2007158329
50f56202fdc9f065f0005847,37.9331528119
50f56202fdc9f065f000584c,29.7695500881
50f56202fdc9f065f000584d,26.8882703601
50f56202fdc9f065f0005851,34.2063195059
50f56202fdc9f065f0005853,16.1781202775
50f56202fdc9f065f0005854,23.1265725675
50f56202fdc9f065f000585a,29.7695500881
50f56203fdc9f065f0005860,32.5015854983
50f56203fdc9f065f0005861,20.2304499119
50f56203fdc9f065f0005862,29.7695500881
50f56203fdc9f065f0005865,28.7333613609
50f56203fdc9f065f0005869,25.0
50f56203fdc9f065f0005875,30.0032948782
50f56203fdc9f065f000587c,29.8937829426
50f56203fdc9f065f0005880,25.0
50f56203fdc9f065f0005885,28.2775140213
50f56203fdc9f065f0005888,25.0
50f56203fdc9f065f0005889,29.7695500881
50f56203fdc9f065f000588a,19.9311245417
50f56203fdc9f065f000588f,33.0661739323
50f56203fdc9f065f0005891,20.2304499119
50f56203fdc9f065f0005894,31.7003208883
50f56203fdc9f065f0005897,29.7695500881
50f56204fdc9f065f000589c,37.1855722287
50f56204fdc9f065f000589d,32.9853176131
50f56204fdc9f065f00058a1,25.0578685736
50f56204fdc9f065f00058a2,28.7333613609
50f56204fdc9f065f00058a6,25.0
50f56204fdc9f065f00058a7,24.671361193
50f56204fdc9f065f00058b5,31.9353321314
50f56204fdc9f065f00058b9,19.6856859905
50f56204fdc9f065f00058c2,22.0124195095
50f56204fdc9f065f00058cc,27.8742803327
50f56204fdc9f065f00058cd,32.3611351345
50f56204fdc9f065f00058ce,17.4984145017
50f56205fdc9f065f00058d3,35.3855512156
50f56205fdc9f065f00058d7,25.0
50f56205fdc9f065f00058dd,26.8734274325
50f56205fdc9f065f00058de,25.0
50f56205fdc9f065f00058df,25.1559929676
50f56205fdc9f065f00058e2,25.0578685736
50f56205fdc9f065f00058e5,20.7138580884
50f56205fdc9f065f00058e6,32.0904782719
50f56205fdc9f065f00058e7,26.9098025478
50f56205fdc9f065f00058e9,17.4984145017
50f56205fdc9f065f00058ee,14.2034210966
50f56205fdc9f065f00058f6,25.4869103684
50f56205fdc9f065f00058f9,36.8365256023
50f56255fdc9f065f0005900,22.1579248274
50f56255fdc9f065f0005901,29.5830551585
50f56255fdc9f065f0005902,31.6981801309
50f56255fdc9f065f0005903,27.9278451975
50f56255fdc9f065f0005909,22.5503915963
50f56256fdc9f065f000590d,25.0
50f56256fdc9f065f000590f,25.0
50f56256fdc9f065f0005910,25.8517486173
50f56256fdc9f065f0005913,18.0228884736
50f56256fdc9f065f000591a,26.8734274325
50f56256fdc9f065f000591d,25.0
50f56256fdc9f065f000591e,20.2304499119
50f56256fdc9f065f000591f,25.0
50f56256fdc9f065f0005921,29.0304573321
50f56257fdc9f065f000592a,25.0
50f56257fdc9f065f000592e,32.3760060662
50f56257fdc9f065f000592f,20.2304499119
50f56259fdc9f065f000593b,19.7807365035
50f56259fdc9f065f000593c,34.0491295816
50f56259fdc9f065f0005943,25.0
50f56259fdc9f065f0005944,25.0
50f56259fdc9f065f0005946,29.7695500881
50f56259fdc9f065f0005949,28.5035829804
50f56259fdc9f065f000594a,31.3437508552
50f56259fdc9f065f000594b,21.5367540943
50f56259fdc9f065f000594d,31.4828099181
50f5625afdc9f065f0005958,16.9012397601
50f5625afdc9f065f000595c,29.7695500881
50f5625afdc9f065f0005966,25.0
50f5625afdc9f065f0005967,25.0
50f5625bfdc9f065f0005969,24.8433340295
50f5625bfdc9f065f000596a,25.4410548401
50f5625bfdc9f065f000596b,25.0
50f5625bfdc9f065f0005970,24.2809095228
50f5625bfdc9f065f0005973,16.0962290608
50f5625bfdc9f065f0005977,25.0
50f5625bfdc9f065f0005979,25.4632101127
50f5625bfdc9f065f000597f,25.8467473491
50f5625ffdc9f065f0005981,34.9157965805
50f5625ffdc9f065f0005982,32.5015854983
50f5625ffdc9f065f0005985,23.4258761807
50f5625ffdc9f065f0005987,20.2304499119
50f5625ffdc9f065f000598d,29.7695500881
50f5625ffdc9f065f0005993,29.0861854452
50f5625ffdc9f065f0005994,32.5015854983
50f5625ffdc9f065f0005997,31.5967293972
50f5625ffdc9f065f000599f,31.5967293972
50f5625ffdc9f065f00059a0,25.0
50f5625ffdc9f065f00059a1,30.0079895928
50f5625ffdc9f065f00059a2,25.0
50f5625ffdc9f065f00059a5,32.5015854983
50f5625ffdc9f065f00059a8,31.967778396
50f5625ffdc9f065f00059ac,29.7695500881
50f5625ffdc9f065f00059af,18.3960648184
50f56260fdc9f065f00059b6,24.1323043761
50f56260fdc9f065f00059b9,38.2631800086
50f56260fdc9f065f00059bb,25.0
50f56260fdc9f065f00059c4,25.0
50f56260fdc9f065f00059c5,29.7695500881
50f56260fdc9f065f00059c6,24.2794921015
50f56260fdc9f065f00059c7,30.2314442053
50f56260fdc9f065f00059ca,27.4294167738
50f56267fdc9f065f00059e7,16.8836746725
50f56267fdc9f065f00059e8,30.5695046898
50f56267fdc9f065f00059ea,28.2978227282
50f56267fdc9f065f00059ec,21.5229725887
50f56267fdc9f065f00059f2,20.2304499119
50f56267fdc9f065f00059f6,25.0
50f56267fdc9f065f00059f8,29.7927784124
50f56267fdc9f065f00059fa,25.8334370606
50f56267fdc9f065f00059ff,25.0
50f56267fdc9f065f0005a02,29.7695500881
50f56267fdc9f065f0005a03,26.8734274325
50f56267fdc9f065f0005a08,32.5015854983
50f56267fdc9f065f0005a0d,30.6375575124
50f56268fdc9f065f0005a10,29.3237962597
50f56268fdc9f065f0005a14,27.6782787831
50f56268fdc9f065f0005a17,15.6208515961
50f56268fdc9f065f0005a1a,20.2304499119
50f56268fdc9f065f0005a1b,27.1864377909
50f56268fdc9f065f0005a1f,22.8021368533
50f56268fdc9f065f0005a27,18.4032706028
50f56268fdc9f065f0005a2c,23.6955846711
50f56268fdc9f065f0005a30,31.0912671478
50f56268fdc9f065f0005a38,29.7695500881
50f56268fdc9f065f0005a39,28.7333613609
50f56268fdc9f065f0005a3b,35.3056897333
50f56268fdc9f065f0005a3e,28.6300386029
50f56268fdc9f065f0005a40,34.3352496476
50f56268fdc9f065f0005a43,29.7695500881
50f56268fdc9f065f0005a49,25.0578685736
50f56269fdc9f065f0005a4f,25.0
50f56269fdc9f065f0005a59,24.6549613445
50f56269fdc9f065f0005a5d,20.2304499119
50f56269fdc9f065f0005a5e,32.5015854983
50f56269fdc9f065f0005a5f,29.7695500881
50f56269fdc9f065f0005a60,29.7695500881
50f56269fdc9f065f0005a61,29.9532648069
50f56269fdc9f065f0005a72,29.7695500881
50f56269fdc9f065f0005a73,25.0
50f562d4fdc9f065f0005a7a,15.5728068565
50f562d5fdc9f065f0005a7c,29.7695500881
50f562d5fdc9f065f0005a7d,31.9938417594
50f562d5fdc9f065f0005a7f,28.6976833304
50f562d5fdc9f065f0005a85,32.7073096887
50f562d5fdc9f065f0005a87,26.6509663275
50f562d5fdc9f065f0005a8c,31.5967293972
50f562d5fdc9f065f0005a8d,25.0
50f562d6fdc9f065f0005a91,34.9563616635
50f562d6fdc9f065f0005a9b,29.7695500881
50f562d6fdc9f065f0005a9e,17.4984145017
50f562d6fdc9f065f0005aa3,24.690359185
50f562d7fdc9f065f0005aa6,32.0589283207
50f562d7fdc9f065f0005aa7,30.6057409854
